company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,step4_ats_sql_fit,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Laser Magnetic Storage International Company,unclear,Laser Magnetic Storage International Company,,no,no,no,no,no,,0.21,The input 'Laser Magnetic Storage International Company' could not be confidently resolved to a current company suitable for this database.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Laserax Inc.,company,Laserax Inc.,,yes,yes,no,no,no,,0.82,"Resolved to Laserax Inc., a laser-marking/cleaning equipment company rather than a semiconductor or hardware-design employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Lasertec U.S.A.,company,Lasertec Corporation,"Lasertec U.S.A., Inc.",yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process;hardware validation or electronics test,0.87,"Resolved to Lasertec Corporation via Lasertec U.S.A., Inc., a major semiconductor inspection/metrology company with real North America presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Lattice Semiconductor Corporation,company,Lattice Semiconductor Corporation,,yes,yes,yes,yes,yes,FPGA;ASIC;SoC;semiconductor design;RTL;design verification;embedded systems,0.99,"Resolved to Lattice Semiconductor Corporation, a major U.S. FPGA/semiconductor employer and excellent ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Launcher,company,"Launcher, Inc.",,no,yes,no,no,no,,0.79,"Resolved to Launcher, Inc., a U.S. space-launch startup that was acquired and is not an active VLSI/EE ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Lauterbach Inc.,company,Lauterbach GmbH,Lauterbach Inc.,yes,yes,yes,yes,yes,embedded systems;firmware;hardware validation or electronics test,0.89,"Resolved to Lauterbach GmbH via Lauterbach Inc., a well-known embedded debug and trace tools company with North America operations.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Lawo,company,Lawo AG,,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware;firmware,0.69,"Resolved to Lawo AG, a broadcast infrastructure hardware company with some EE relevance but not a strong VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Leach International Corporation,merged_or_renamed,"Safran Electrical & Power USA, LLC",,yes,yes,yes,no,no,embedded systems;analog or digital design;hardware validation or electronics test,0.74,"Resolved Leach International Corporation to Safran Electrical & Power USA, LLC, which is active in aircraft electrical systems but excluded as aerospace-focused for ATS seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Leadtek Research Inc.,company,Leadtek Research Inc.,,yes,no,yes,no,no,computer/server/datacenter/networking hardware;AI accelerator or ML hardware;CPU or GPU architecture or HPC,0.76,"Resolved to Leadtek Research Inc., a graphics/add-in-board hardware company, but I lack a concrete current North America hiring presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Lear,company,Lear Corporation,,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.95,"Resolved to Lear Corporation, a large U.S. automotive electronics supplier with substantial engineering hiring and strong ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:28:57+00:00
Leclanché SA,company,Leclanché SA,,yes,no,yes,no,no,EV or automotive electronics,0.78,"Resolved to Leclanché SA, an active Swiss battery company relevant to EV energy storage, but I lack concrete evidence of a meaningful US/Canada hiring presence and it is not a strong ATS seed for VLSI roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Legacy Classic Trucks LLC,company,Legacy Classic Trucks LLC,,yes,yes,no,no,no,,0.86,"Resolved to Legacy Classic Trucks LLC, an active North American vehicle builder/restoration company, but it is not meaningfully relevant to the target semiconductor/electronics categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
LEGO Systems,company,"LEGO Systems, Inc.",,yes,yes,no,no,no,,0.96,"Resolved to LEGO Systems, Inc., an active toy company with North American presence, but its core business is not in the target EE/VLSI hardware domains.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Legrand North America,company,"Legrand North America, LLC",,yes,yes,yes,yes,yes,embedded systems;analog or digital design;EV or automotive electronics,0.62,"Resolved to Legrand North America, LLC, an active electrical/building systems hardware company with substantial NA operations and enough embedded/electronics hiring footprint to be a usable ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Leia Inc.,company,Leia Inc.,,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware;firmware,0.69,"Resolved to Leia Inc., an active US display technology company relevant to hardware/embedded work, but it appears too small or niche to be a strong ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Lenovo,company,Lenovo Group Limited,Lenovo (United States) Inc.,yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.97,Resolved to Lenovo Group Limited with NA hiring via Lenovo (United States) Inc.; it is a large hardware employer strongly relevant to servers/PCs/firmware and a solid ATS seed.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Lenze Americas Corporation,company,Lenze Americas Corporation,,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.75,"Resolved to Lenze Americas Corporation, an active industrial motion-control hardware company in North America, relevant to embedded electronics but not a strong VLSI-focused ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Leoch Battery Corporation,company,Leoch Battery Corporation,,yes,yes,yes,no,no,EV or automotive electronics,0.72,"Resolved to Leoch Battery Corporation, an active North American battery entity with hardware relevance, but it is not a strong direct fit for a VLSI/semiconductor ATS company table.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Leuze electronic,company,Leuze electronic GmbH + Co. KG,"Leuze electronic, Inc.",yes,yes,yes,no,no,embedded systems;hardware validation or electronics test;analog or digital design,0.78,"Resolved to Leuze electronic GmbH + Co. KG with NA presence via Leuze electronic, Inc.; it makes industrial sensing hardware but is too adjacent/specialized for a VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
LEWA Automation USA,company,LEWA Automation USA,,yes,yes,yes,no,no,embedded systems;analog or digital design,0.51,"Resolved to LEWA Automation USA, apparently an active North American automation hardware entity, but it appears too small/adjacent and not clearly a strong ATS target for semiconductor-oriented roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
LexaGene Holdings Inc.,company,LexaGene Holdings Inc.,,yes,yes,no,no,no,,0.85,"Resolved to LexaGene Holdings Inc., an active North American molecular diagnostics company, but its core business is life-science instrumentation rather than the target EE/VLSI categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Lexar International,company,Lexar International,,yes,yes,yes,no,no,memory design (DRAM/SRAM/NAND/flash controller);computer/server/datacenter/networking hardware,0.56,"Resolved to Lexar International, an active flash-memory storage brand/company with NA presence, relevant to memory hardware but not clearly a large direct engineering ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Lexicon,company,"Lexicon, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;computer/server/datacenter/networking hardware,0.58,"Resolved to Lexicon, Inc. (audio electronics brand/company), relevant to hardware/audio electronics but too niche and not a strong ATS seed for VLSI hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Lexington Medical,company,"Lexington Medical, Inc.",,yes,yes,yes,no,no,embedded systems;analog or digital design;hardware validation or electronics test,0.55,"Resolved to Lexington Medical, Inc., an active medical-device hardware company in North America, but it is only adjacent to the target categories and not a strong ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Lexmark,company,"Lexmark International, Inc.",,yes,yes,yes,yes,yes,embedded systems;firmware;computer/server/datacenter/networking hardware;analog or digital design,0.88,"Resolved to Lexmark International, Inc., a substantial North American printer/imaging hardware company with embedded/firmware/electronics roles and a real ATS footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
LG Electronics,company,LG Electronics Inc.,"LG Electronics U.S.A., Inc.",yes,yes,yes,yes,yes,embedded systems;firmware;computer/server/datacenter/networking hardware;EV or automotive electronics;analog or digital design,0.91,"Resolved to LG Electronics Inc. with NA hiring via LG Electronics U.S.A., Inc.; it is a large electronics manufacturer with strong hardware relevance and ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Li-ion Motors Corp.,company,Li-ion Motors Corp.,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems,0.63,"Resolved to Li-ion Motors Corp., an active EV-related company in North America, but it appears too small or niche to be a strong ATS seed for semiconductor-oriented job search.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Li-Metal Corp.,company,Li-Metal Corp.,,yes,yes,yes,no,no,EV or automotive electronics,0.79,"Resolved to Li-Metal Corp., an active Canadian battery materials company relevant to EV hardware, but it is not a direct semiconductor/VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Lian Li Industrial Co.,company,"Lian Li Industrial Co., Ltd.",,yes,no,yes,no,no,computer/server/datacenter/networking hardware,0.61,"Resolved to Lian Li Industrial Co., Ltd., a PC chassis/hardware maker relevant to computer hardware, but I lack concrete evidence of meaningful NA hiring presence and it is not a strong ATS engineering seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Liberty Robotics Inc.,company,Liberty Robotics Inc.,,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test;analog or digital design,0.55,"Resolved to Liberty Robotics Inc., an active robotics hardware company in North America, but it appears too small/adjacent to be a strong ATS SQL target for VLSI roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:11+00:00
Libre Computer Project,company,Libre Computer Project,,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware,0.67,"Resolved to Libre Computer Project, an active US single-board-computer hardware maker, but it appears too small/niche to be a strong ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Life360,company,"Life360, Inc.",,yes,yes,no,no,no,,0.95,"Resolved to Life360, Inc., an active US consumer safety/location software company rather than a target EE/VLSI hardware employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lifeloc Technologies,company,"Lifeloc Technologies, Inc.",,yes,yes,yes,no,no,embedded systems;hardware validation or electronics test,0.8,"Resolved to Lifeloc Technologies, Inc., an active US breathalyzer/instrumentation company with embedded hardware, but it is not a strong large-scale VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lifesize,company,"Lifesize, Inc.",,yes,yes,no,no,no,,0.9,"Resolved to Lifesize, Inc., an active video-conferencing/collaboration company with limited direct fit to semiconductor or EE hardware targets.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
LightIC Technologies USA,company,LightIC Technologies USA,,yes,yes,yes,no,no,semiconductor design;analog or digital design;RF or mmWave or wireless baseband chipset,0.62,"Resolved to LightIC Technologies USA, apparently an active US semiconductor/photonics-related design company, but too unclear/small for a reliable ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lightmatter,company,"Lightmatter, Inc.",,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;AI accelerator or ML hardware;CPU or GPU architecture or HPC,0.93,"Resolved to Lightmatter, Inc., an active US chip/AI-hardware company with substantial semiconductor relevance and credible ATS-scale hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lightning eMotors,company,"Lightning eMotors, Inc.",,yes,yes,yes,yes,yes,firmware;embedded systems;EV or automotive electronics,0.85,"Resolved to Lightning eMotors, Inc., an active North American EV powertrain company with embedded/automotive electronics relevance and real hiring footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lightning Motorcycle,company,Lightning Motorcycle,,yes,yes,yes,no,no,embedded systems;EV or automotive electronics,0.73,"Resolved to Lightning Motorcycle, an active US electric motorcycle maker with automotive electronics relevance, but likely too small for ATS SQL targeting.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Limbitless Solutions,company,Limbitless Solutions,,yes,yes,yes,no,no,embedded systems,0.7,"Resolved to Limbitless Solutions, an active US prosthetics hardware organization with some embedded-electronics relevance, but not a strong ATS-scale semiconductor employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Liminal Insights Inc.,unclear,Liminal Insights Inc.,,no,no,no,no,no,,0.29,Liminal Insights Inc. could not be confidently resolved to a known current hardware company with clear North America hiring relevance.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lin Engineering,company,"Lin Engineering, Inc.",,yes,yes,yes,no,no,embedded systems;analog or digital design,0.83,"Resolved to Lin Engineering, Inc., an active US motion-control/motor company with electronics relevance, but it is not a strong VLSI/ATS seed employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
LINAK U.S. Inc.,company,LINAK A/S,LINAK U.S. Inc.,yes,yes,yes,no,no,embedded systems;analog or digital design,0.86,"Resolved to LINAK A/S via LINAK U.S. Inc.; it is an active actuator/control-hardware company with NA presence, but not a prime semiconductor ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lincoln Electric Holdings,company,"Lincoln Electric Holdings, Inc.",,yes,yes,yes,no,no,embedded systems;hardware validation or electronics test,0.84,"Resolved to Lincoln Electric Holdings, Inc., an active industrial equipment company with some electronics/controls content, but weak fit for a VLSI-focused ATS seed list.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lindsay Corporation,company,Lindsay Corporation,,yes,yes,yes,no,no,embedded systems,0.74,"Resolved to Lindsay Corporation, an active infrastructure/irrigation equipment company with embedded control systems, but not a direct semiconductor or hardware-design ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Linear Integrated Systems,company,"Linear Integrated Systems, Inc.",,yes,yes,yes,no,no,semiconductor design;analog or digital design,0.88,"Resolved to Linear Integrated Systems, Inc., an active US discrete semiconductor company, but likely too small/specialized to be a strong ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Linksys Holdings,company,"Linksys Holdings, Inc.",,yes,yes,yes,yes,yes,firmware;embedded systems;computer/server/datacenter/networking hardware,0.92,"Resolved to Linksys Holdings, Inc., an active networking-hardware company with strong embedded/consumer networking relevance and realistic ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
LiquidPiston,company,"LiquidPiston, Inc.",,yes,yes,yes,no,no,embedded systems;EV or automotive electronics,0.78,"Resolved to LiquidPiston, Inc., an active engine technology company with some embedded hardware relevance, but not a strong direct VLSI/ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lit Motors,company,"Lit Motors, Inc.",,yes,yes,yes,no,no,embedded systems;EV or automotive electronics,0.72,"Resolved to Lit Motors, Inc., an EV vehicle startup with automotive electronics relevance, but likely too small/inactive in hiring scale for ATS SQL use.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Lite-On Technology USA,company,Lite-On Technology Corporation,"Lite-On Technology USA, Inc.",yes,yes,yes,yes,yes,semiconductor design;firmware;embedded systems;computer/server/datacenter/networking hardware;analog or digital design,0.88,"Resolved to Lite-On Technology Corporation via Lite-On Technology USA, Inc.; it is a substantial electronics hardware company with NA presence and real ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
LitePoint Corporation,company,LitePoint Corporation,,yes,yes,yes,yes,yes,hardware validation or electronics test;RF or mmWave or wireless baseband chipset,0.94,"Resolved to LitePoint Corporation, an active wireless test-equipment company in North America with strong hardware test relevance and solid ATS fit.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:25+00:00
Littelfuse,company,"Littelfuse, Inc.",,yes,yes,yes,yes,yes,analog or digital design;power management IC or PMIC;hardware validation or electronics test;EV or automotive electronics;semiconductor foundry or manufacturing process,0.83,"Resolved to Littelfuse, Inc., an active US electronics/components manufacturer with NA hiring and meaningful power, automotive, and semiconductor-related relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LivaNova USA,company,LivaNova PLC,"LivaNova USA, Inc.",yes,yes,no,no,no,,0.95,"Resolved to LivaNova PLC via LivaNova USA, Inc.; it is an active medtech company in NA but not relevant to the target EE/VLSI categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LiveU Inc.,company,LiveU Ltd.,LiveU Inc.,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems;firmware,0.72,"Resolved to LiveU Ltd. via LiveU Inc.; it has NA presence and makes live video transmission hardware, but is only adjacent and not a strong ATS seed for VLSI/semiconductor roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LiveWire Group,company,"LiveWire Group, Inc.",,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.78,"Resolved to LiveWire Group, Inc., an active US electric motorcycle company with NA hiring and direct EV electronics relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LIVV Audio,company,LIVV Audio,,yes,yes,no,no,no,,0.86,"Resolved to LIVV Audio, an active audio brand/company with NA presence but no clear VLSI, semiconductor, or target hardware-engineering relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LMI Technologies Inc.,company,LMI Technologies Inc.,LMI Technologies Inc.,yes,yes,yes,no,no,hardware validation or electronics test;embedded systems;firmware,0.76,"Resolved to LMI Technologies Inc., a 3D machine-vision hardware company in Canada with embedded/test relevance, but not a strong semiconductor/VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LocatorX,company,"LocatorX, Inc.",,yes,yes,yes,no,no,embedded systems;RF or mmWave or wireless baseband chipset,0.63,"Resolved to LocatorX, Inc., an active US IoT/supply-chain tracking company with some embedded/RF relevance, but likely too small and weakly aligned for ATS SQL seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Locus Robotics Corp.,company,Locus Robotics Corp.,,yes,yes,yes,yes,yes,embedded systems;firmware;hardware validation or electronics test,0.77,"Resolved to Locus Robotics Corp., an active US warehouse robotics company with substantial NA hiring and meaningful embedded hardware relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Logic Devices Incorporated,company,Logic Devices Incorporated,,yes,yes,yes,yes,yes,semiconductor design;ASIC;FPGA;embedded systems;computer/server/datacenter/networking hardware,0.88,"Resolved to Logic Devices Incorporated, an active US semiconductor company with direct programmable-logic and semiconductor-design relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LogiMetrics,company,"LogiMetrics, Inc.",,yes,yes,yes,no,no,hardware validation or electronics test;embedded systems,0.58,"Resolved to LogiMetrics, Inc.; it appears to have some instrumentation/test or hardware relevance in NA, but not enough evidence of scale or ATS usefulness for this database.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Logitech,company,Logitech International S.A.,Logitech Inc.,yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.94,Resolved to Logitech International S.A. via Logitech Inc.; it is a substantial hardware employer with strong NA presence and relevant embedded/electronics roles.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Logos Automation,company,Logos Automation,,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.56,"Resolved to Logos Automation, apparently an active automation firm with some controls/embedded relevance, but likely too small or services-oriented for ATS SQL seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Loral Space & Communications Inc.,merged_or_renamed,MDA Space Ltd.,,yes,yes,no,no,no,,0.84,"Resolved Loral Space & Communications Inc. to successor MDA Space Ltd.; despite NA presence, it is space/aerospace-oriented and outside the target ATS scope.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Lordstown Motors Corp.,company,Lordstown Motors Corp.,,no,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.91,"Resolved to Lordstown Motors Corp., but the company entered bankruptcy and is not a viable active employer despite EV electronics relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Lost Cause Motors,unclear,Lost Cause Motors,,no,no,no,no,no,,0.97,'Lost Cause Motors' could not be confidently resolved to a real current company.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Lotus Cars USA,company,Lotus Cars,Lotus Cars USA,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.71,"Resolved to Lotus Cars via Lotus Cars USA; it has NA presence and automotive-electronics relevance, but is not a strong direct ATS seed for VLSI/semiconductor hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Lotus Technology Inc.,company,Lotus Technology Inc.,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.68,"Resolved to Lotus Technology Inc., an active EV-focused automotive entity with NA presence, but still not a strong ATS seed for core semiconductor/VLSI roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
LOUD Audio,merged_or_renamed,"LOUD Audio, LLC",,yes,yes,yes,no,no,analog or digital design;embedded systems;firmware,0.61,"Resolved to LOUD Audio, LLC as the surviving audio-equipment entity; it has some electronics relevance but is weakly aligned and not a strong ATS database target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Lucid Group,company,"Lucid Group, Inc.",,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;hardware validation or electronics test;analog or digital design,0.86,"Resolved to Lucid Group, Inc., an active US EV manufacturer with substantial NA hiring and direct automotive electronics relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Lucid Vision Labs,company,"Lucid Vision Labs, Inc.",,yes,yes,yes,no,no,embedded systems;firmware;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.74,"Resolved to Lucid Vision Labs, Inc., an active machine-vision camera company with hardware relevance in NA, but it is not a strong enough ATS seed for this VLSI-focused table.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:39+00:00
Lumen Technologies,company,"Lumen Technologies, Inc.",,yes,yes,no,no,no,,0.95,"Resolved to Lumen Technologies, Inc.; active US telecom/network services company, but not a direct semiconductor/EE hardware design employer for this ATS seed list.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Luminar Technologies,company,"Luminar Technologies, Inc.",,yes,yes,yes,yes,yes,EV or automotive electronics;hardware validation or electronics test;embedded systems;analog or digital design,0.88,"Resolved to Luminar Technologies, Inc.; active US automotive lidar/electronics company with relevant hardware and embedded engineering and a real ATS footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
LUTZE Inc.,company,LUTZE Inc.,,yes,yes,no,no,no,,0.84,"Resolved to LUTZE Inc.; active North American industrial connectivity/cabling company, but not a meaningful semiconductor or core EE design employer for this list.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Luxshare-ICT Inc.,company,Luxshare-ICT Inc.,Luxshare-ICT Inc.,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems,0.74,"Resolved to Luxshare-ICT Inc.; active NA arm of electronics manufacturing/connectivity hardware company, but primarily manufacturing/assembly and not a strong direct VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Lynk Global,company,"Lynk Global, Inc.",,yes,yes,yes,no,no,RF or mmWave or wireless baseband chipset;embedded systems;firmware,0.65,"Resolved to Lynk Global, Inc.; active US satellite-to-phone communications company with relevant RF/embedded work, but aerospace/space focus makes it a poor ATS SQL seed under the rules.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Lyons Motor Car LLC,company,Lyons Motor Car LLC,,no,no,yes,no,no,EV or automotive electronics,0.87,"Resolved to Lyons Motor Car LLC; appears effectively inactive/non-operating as a job target, so it should not be kept despite automotive relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Lyten,company,"Lyten, Inc.",,yes,yes,yes,no,no,EV or automotive electronics,0.76,"Resolved to Lyten, Inc.; active US advanced materials and battery company with automotive relevance, but not a strong direct semiconductor/VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
M-tron Industries,company,"M-tron Industries, Inc.",,yes,yes,yes,yes,yes,RF or mmWave or wireless baseband chipset;hardware validation or electronics test;analog or digital design,0.79,"Resolved to M-tron Industries, Inc.; active US frequency-control components company serving RF/electronics markets with sufficient hardware relevance and employer substance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
M4Tel,company,"M4Tel, Inc.",,yes,yes,no,no,no,,0.52,"Resolved to M4Tel, Inc.; active telecom-related company in North America, but no clear evidence of direct semiconductor or hardware design relevance for this database.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Mabe,company,"Mabe, S.A. de C.V.",mabe America,yes,yes,yes,no,no,embedded systems;analog or digital design,0.66,"Resolved to Mabe, S.A. de C.V.; active appliance manufacturer with North America presence and some embedded/electronics work, but not a strong semiconductor/VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Mabuchi Motor America Corp.,company,"Mabuchi Motor Co., Ltd.",Mabuchi Motor America Corp.,yes,yes,yes,no,no,analog or digital design;EV or automotive electronics,0.72,"Resolved to Mabuchi Motor Co., Ltd. via Mabuchi Motor America Corp.; active motor manufacturer with automotive/electromechanical relevance, but not a core VLSI or hardware-design ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Machine Vision Source,company,Machine Vision Source,,yes,yes,no,no,no,,0.57,Resolved to Machine Vision Source; appears to be a small machine-vision reseller/integration business rather than a substantial semiconductor or EE design employer.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Mack Trucks,company,"Mack Trucks, Inc.",,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;hardware validation or electronics test,0.83,"Resolved to Mack Trucks, Inc.; active North American truck OEM with meaningful vehicle electronics and embedded engineering and a real ATS presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Macnica Americas,company,"Macnica, Inc.","Macnica Americas, Inc.",yes,yes,yes,no,no,FPGA;EDA;semiconductor IP,0.78,"Resolved to Macnica, Inc. via Macnica Americas, Inc.; active semiconductor/FPGA distribution and solutions company, but distributor orientation makes it a weak ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
MACOM Technology Solutions Holdings,company,"MACOM Technology Solutions Holdings, Inc.",,yes,yes,yes,yes,yes,semiconductor design;analog or digital design;RF or mmWave or wireless baseband chipset;SerDes or high-speed I/O,0.97,"Resolved to MACOM Technology Solutions Holdings, Inc.; active US semiconductor company directly relevant to RF/analog/high-speed IC design with strong ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Macronix America,company,"Macronix International Co., Ltd.","Macronix America, Inc.",yes,yes,yes,yes,yes,semiconductor design;memory design (DRAM/SRAM/NAND/flash controller),0.93,"Resolved to Macronix International Co., Ltd. via Macronix America, Inc.; active memory semiconductor company with clear North America presence and strong fit for semiconductor job searches.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
