company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Nikon,company,Nikon Corporation,Nikon Americas Inc.,yes,yes,yes,yes,semiconductor foundry or manufacturing process;hardware validation or electronics test;analog or digital design,0.76,Nikon Corporation is active with Nikon Americas presence and is relevant through semiconductor lithography/metrology equipment and electronics hardware.,v3-precision-step2,gpt-5.4,2026-07-02T18:13:31+00:00
Niles Car and Manufacturing,defunct,Niles Car and Manufacturing Company,,no,no,no,no,,0.96,"Resolved to Niles Car and Manufacturing Company, a long-defunct railcar manufacturer with no current hiring entity or relevant EE/VLSI scope.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nilesat,company,Nilesat,,yes,no,no,no,,0.88,"Resolved to Nilesat, an active Egyptian satellite operator, but I am not aware of a concrete US/Canada hiring presence and its core business is satellite services rather than target chip/hardware design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nimbic,company,Nimbic,,yes,yes,yes,yes,EDA;semiconductor design;AI accelerator or ML hardware,0.72,"Resolved to Nimbic, an active US startup associated with AI-driven chip/EDA design tooling, making it North-America based and relevant to semiconductor design workflows.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nimble Storage,merged_or_renamed,Hewlett Packard Enterprise Company,,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.97,"Resolved Nimble Storage to Hewlett Packard Enterprise Company, its active acquirer with major North American hiring and datacenter/storage hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nimblegen Systems,merged_or_renamed,F. Hoffmann-La Roche Ltd,Roche Diagnostics Corporation,yes,yes,no,no,,0.95,"Resolved NimbleGen Systems to Roche, an active company with US presence, but its genomics/life-science instrumentation business is not a target EE/VLSI employer category here.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nimbus CD International,unclear,Nimbus CD International,,no,no,no,no,,0.23,Nimbus CD International could not be confidently resolved to a specific current company relevant for job applications.,v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nimbus Data,company,"Nimbus Data, Inc.",,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.93,"Resolved to Nimbus Data, Inc., an active US storage-hardware company with North American presence and datacenter hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
NiMH,not_a_company,NiMH,,no,no,no,no,,0.99,"NiMH refers to nickel-metal hydride battery chemistry, which is a technology term rather than a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Ninetology,company,Ninetology,,no,no,no,no,,0.74,"Resolved to Ninetology, a former Malaysian smartphone brand/company that does not appear to be an active current hiring entity with North American presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Ningbo Bird,company,"Ningbo Bird Co., Ltd.",,yes,no,yes,no,embedded systems;RF or mmWave or wireless baseband chipset,0.58,"Resolved to Ningbo Bird Co., Ltd., an active Chinese handset maker, but I lack evidence of a concrete US/Canada hiring presence; handset electronics make it marginally relevant technically.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Ningbo Zhiqian Intelligent Engineering,company,"Ningbo Zhiqian Intelligent Engineering Co., Ltd.",,yes,no,yes,no,EV or automotive electronics;embedded systems,0.39,"Resolved to Ningbo Zhiqian Intelligent Engineering Co., Ltd., apparently an active Chinese intelligent-engineering firm, but no concrete North American presence is known; relevance is only plausible from the name.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Ningbo Zhongda Leader Intelligent Transmission,company,"Ningbo Zhongda Leader Intelligent Transmission Co., Ltd.",,yes,no,yes,no,EV or automotive electronics;embedded systems,0.46,"Resolved to Ningbo Zhongda Leader Intelligent Transmission Co., Ltd., an active motion/transmission company, but I lack evidence of North American hiring presence; intelligent transmission products are plausibly relevant to electronics.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Ningde,unclear,Ningde,,no,no,no,no,,0.31,Ningde is primarily a place name and cannot be confidently resolved to a specific company without more context.,v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Ninker & Associates Consulting,company,Ninker & Associates Consulting,,yes,yes,no,no,,0.67,"Resolved to Ninker & Associates Consulting, an active North American consulting business, but consulting is outside the target EE/VLSI employer categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Ninox 360,company,Ninox 360,,yes,no,no,no,,0.34,"Resolved to Ninox 360 only tentatively; I do not know a concrete North American hiring presence, and it does not clearly map to target semiconductor/hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nintendo,company,"Nintendo Co., Ltd.",Nintendo of America Inc.,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;firmware,0.95,"Resolved to Nintendo Co., Ltd. with Nintendo of America Inc. as the NA hiring entity; it is active and relevant through console hardware, embedded systems, and firmware.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nio,company,NIO Inc.,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.94,"Resolved to NIO Inc., an active EV company with known US operations, making it North-America present and relevant to automotive electronics and embedded systems.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Niobium nanowire,not_a_company,Niobium nanowire,,no,no,no,no,,0.99,"Niobium nanowire is a materials/device term, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nipper,unclear,Nipper,,no,no,no,no,,0.18,Nipper could not be confidently resolved to a specific current company suitable for job-board canonicalization.,v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nippo Batteries,company,"Nippo Batteries Co., Ltd.",,yes,no,yes,no,embedded systems;EV or automotive electronics,0.55,"Resolved to Nippo Batteries Co., Ltd., an active battery company, but I lack evidence of a concrete North American hiring presence; battery/electronics applications make it plausibly relevant.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:44+00:00
Nippon Express Holding,company,"Nippon Express Holdings, Inc.","Nippon Express U.S.A., Inc.",yes,yes,no,no,,0.97,"Resolved to Nippon Express Holdings, Inc.; it is active and has a U.S. subsidiary, but it is a logistics company outside the target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nippon Steel,company,Nippon Steel Corporation,"Nippon Steel North America, Inc.",yes,yes,no,no,,0.95,"Resolved to Nippon Steel Corporation; it is active with North America operations, but steel manufacturing is not within the target semiconductor/hardware design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nippon Steel Stainless Steel Pipe,company,"Nippon Steel Stainless Steel Pipe Co., Ltd.",,yes,no,no,no,,0.72,"Resolved to Nippon Steel Stainless Steel Pipe Co., Ltd.; it appears active, but I lack concrete evidence of a North America hiring entity and its business is industrial pipe manufacturing, not target EE/VLSI work.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nipro,company,Nipro Corporation,Nipro Medical Corporation,yes,yes,no,no,,0.88,"Resolved to Nipro Corporation; it is active and has a North America subsidiary, but it is primarily a medical device/pharma packaging company rather than a target semiconductor or hardware-design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nishimura Advanced Ceramics,company,"Nishimura Advanced Ceramics Co., Ltd.",,yes,no,no,no,,0.63,"Resolved to Nishimura Advanced Ceramics Co., Ltd.; it appears active, but I do not know of a concrete North America hiring presence and advanced ceramics alone is outside the target categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
NiSource,company,NiSource Inc.,,yes,yes,no,no,,0.98,"Resolved to NiSource Inc.; it is an active U.S. utility company, but utilities are outside the target EE/VLSI job categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nissan,company,"Nissan Motor Co., Ltd.","Nissan North America, Inc.",yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.9,"Resolved to Nissan Motor Co., Ltd.; it is active with a major North America entity and automotive engineering includes EV/electronics, embedded systems, and firmware roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nissan Computer,company,Nissan Computer Corporation,,yes,yes,no,no,,0.86,"Resolved to Nissan Computer Corporation; it is an active U.S. IT services company, but not a semiconductor or hardware-design employer in the target categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nissan North America,product_line,"Nissan Motor Co., Ltd.","Nissan North America, Inc.",yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.94,"Resolved Nissan North America to parent Nissan Motor Co., Ltd.; the company is active, hires in North America, and is relevant for automotive electronics and embedded/firmware roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nissei Electric,company,"Nissei Electric Co., Ltd.",,yes,no,yes,no,analog or digital design;embedded systems;hardware validation or electronics test,0.51,"Resolved to Nissei Electric Co., Ltd.; it appears to be an active electronics-related company, but I lack concrete evidence of North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nitto Seiko America,product_line,"Nitto Seiko Co., Ltd.",Nitto Seiko America Corporation,yes,yes,no,no,,0.84,"Resolved Nitto Seiko America to parent Nitto Seiko Co., Ltd.; it is active with a U.S. entity, but its fastening/industrial machinery focus is not within the target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Niu Technologies,company,Niu Technologies,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.76,"Resolved to Niu Technologies; it is active and has North America market presence, and electric scooter products plausibly involve EV electronics, embedded systems, and firmware.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
NIVS IntelliMedia Technology Group,company,"NIVS IntelliMedia Technology Group, Inc.",,yes,yes,no,no,,0.67,"Resolved to NIVS IntelliMedia Technology Group, Inc.; it appears active as a U.S.-listed education/media-related company, not a target semiconductor or hardware-design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nixdorf Computer,merged_or_renamed,"Diebold Nixdorf, Incorporated",,yes,yes,yes,yes,embedded systems;firmware;computer/server/datacenter/networking hardware,0.78,"Resolved Nixdorf Computer to Diebold Nixdorf, Incorporated via the Nixdorf lineage; the successor is active in North America and builds transaction/retail hardware with embedded and firmware engineering.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nixeus,company,Nixeus Technology Inc.,,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.58,"Resolved to Nixeus Technology Inc.; it appears active in North America and sells consumer display/computing hardware, which is marginally relevant to hardware-focused roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nlight,company,"nLIGHT, Inc.",,yes,yes,no,no,,0.9,"Resolved to nLIGHT, Inc.; it is an active U.S. photonics/laser company, but optics/laser-only businesses are outside the target categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
NMB Technologies,company,NMB Technologies Corporation,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;analog or digital design,0.74,Resolved to NMB Technologies Corporation; it is an active North America entity of MinebeaMitsumi and its electromechanical/automotive electronics business is relevant to embedded and automotive electronics roles.,v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
NMI Holdings,company,"NMI Holdings, Inc.",,yes,yes,no,no,,0.98,"Resolved to NMI Holdings, Inc.; it is an active U.S. mortgage insurance company, not relevant to EE/VLSI hiring.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nmkv,unclear,Nmkv,,no,no,no,no,,0.2,"Nmkv could not be confidently resolved to a specific company, so it is treated as unclear and excluded.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nmt Medical,defunct,"NMT Medical, Inc.",,no,no,no,no,,0.93,"Resolved to NMT Medical, Inc.; it is defunct, so it is not an active North America employer for target EE/VLSI roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:13:57+00:00
Nnfc,unclear,Nnfc,,no,no,no,no,,0.22,'Nnfc' is too ambiguous to resolve to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
NNN Reit,company,"NNN REIT, Inc.",,yes,yes,no,no,,0.97,"Resolved to NNN REIT, Inc., an active US real-estate company with NA presence but not in EE/VLSI hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
No load power,not_a_company,No load power,,no,no,no,no,,0.99,"'No load power' is a technical concept/specification term, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Noble,unclear,Noble,,no,no,no,no,,0.28,'Noble' is ambiguous across multiple unrelated companies and cannot be resolved precisely here.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Noble Automotive,company,Noble Automotive Ltd,,yes,no,yes,no,EV or automotive electronics,0.63,"Resolved to Noble Automotive Ltd, an active UK automotive manufacturer, relevant to automotive electronics but with no clearly known NA hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Noble International,merged_or_renamed,Martinrea International Inc.,,yes,yes,yes,yes,EV or automotive electronics,0.72,"Resolved to Noble International's successor Martinrea International Inc., an active North American automotive supplier relevant to automotive electronics.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Noble Machines,unclear,Noble Machines,,no,no,no,no,,0.24,'Noble Machines' cannot be confidently resolved to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Noble Medical Technologies,defunct,"Noble Medical Technologies, Inc.",,no,no,no,no,,0.74,"Resolved to Noble Medical Technologies, Inc., a defunct medical-device company not relevant to the target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Noco,company,The NOCO Company,,yes,yes,yes,yes,EV or automotive electronics;power management IC or PMIC;embedded systems,0.67,"Resolved to The NOCO Company, an active US battery/charger and automotive-electronics company with North American presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
noco-noco,company,noco-noco Inc.,,yes,yes,yes,yes,EV or automotive electronics;embedded systems,0.58,"Resolved to noco-noco Inc., an active battery/EV-related company with North American corporate presence and relevance to automotive electronics.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Noctua,company,Noctua Cooling Solutions,,yes,yes,yes,yes,computer/server/datacenter/networking hardware;analog or digital design,0.61,"Resolved to Noctua Cooling Solutions, an active PC/server thermal-hardware brand with North American presence through its US operations.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nocturne Acquisition,company,Nocturne Acquisition Corporation,,yes,yes,no,no,,0.9,"Resolved to Nocturne Acquisition Corporation, an active US acquisition/SPAC entity, not an EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nodka,company,"NODKA Automation Technology Co., Ltd.",,yes,no,yes,no,embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.56,"Resolved to NODKA Automation Technology Co., Ltd., an industrial embedded-computing company relevant to hardware, but no concrete NA hiring presence is known.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nokia,company,Nokia Corporation,Nokia of America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;RF or mmWave or wireless baseband chipset;ASIC;SoC;semiconductor design;firmware,0.98,"Resolved to Nokia Corporation, which hires in North America via Nokia of America Corporation and is strongly relevant in telecom hardware and silicon.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nokia Data,defunct,Nokia Data AB,,no,no,no,no,,0.83,"Resolved to Nokia Data AB, a discontinued former computer subsidiary/brand rather than a current apply-to company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nokia Networks,merged_or_renamed,Nokia Corporation,Nokia of America Corporation,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;RF or mmWave or wireless baseband chipset;ASIC;SoC;semiconductor design;firmware,0.97,"Resolved Nokia Networks to Nokia Corporation, an active company with North American hiring and strong telecom-hardware/silicon relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nomadix,company,"Nomadix, Inc.",,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.86,"Resolved to Nomadix, Inc., an active US networking-hardware company relevant to embedded and firmware roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nomai,unclear,Nomai,,no,no,no,no,,0.21,'Nomai' does not clearly resolve to a specific company.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nomos,unclear,Nomos,,no,no,no,no,,0.25,"'Nomos' is ambiguous and most commonly refers to non-target entities, so it cannot be resolved confidently here.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Nomura Micro Science,company,"Nomura Micro Science Co., Ltd.",,yes,no,yes,no,semiconductor foundry or manufacturing process,0.55,"Resolved to Nomura Micro Science Co., Ltd., which serves semiconductor ultrapure-water/process systems and is relevant to manufacturing, but no concrete NA hiring presence is known.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:10+00:00
Non linear piezoelectric effects in polar semiconductors,not_a_company,Non linear piezoelectric effects in polar semiconductors,,no,no,no,no,,0.99,"This is a research/article title about semiconductors, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Non-contact wafer testing,not_a_company,Non-contact wafer testing,,no,no,no,no,,0.98,"This is a technology/process description, not a company entity.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Non-Linear Systems,company,"Nonlinear Systems, Inc.",,yes,yes,yes,yes,hardware validation or electronics test;analog or digital design,0.58,"Resolved to Nonlinear Systems, Inc., a US electronics/test instrumentation company with North America presence relevant to hardware test.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Non-volatile memory,not_a_company,Non-volatile memory,,no,no,no,no,,0.99,"Non-volatile memory is a technology category, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Nongfu Shop Digital New Retail,company,"Nongfu Shop Digital New Retail Co., Ltd.",,yes,no,no,no,,0.84,Resolved to a Chinese retail/digital commerce company with no known North America EE hiring relevance.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Noninvasive Medical Technologies,company,"Noninvasive Medical Technologies, Inc.",,yes,yes,no,no,,0.62,"Resolved to a medical technology company, but not clearly in the target semiconductor/hardware design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Noovelia,unclear,Noovelia,,no,no,no,no,,0.23,Could not confidently resolve Noovelia to a specific company with known North America EE relevance.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Norand,merged_or_renamed,Zebra Technologies Corporation,,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;firmware,0.86,"Norand was acquired into Zebra Technologies, which is active in North America and builds embedded/mobile hardware systems.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Norcent,defunct,"Norcent Technology, Inc.",,no,no,no,no,,0.83,Norcent Technology was a consumer electronics brand/company that is defunct with no clear surviving hiring successor.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Nord Modules A/S,company,Nord Modules A/S,,yes,no,yes,no,embedded systems;computer/server/datacenter/networking hardware;firmware,0.67,"Nord Modules A/S is an embedded compute module company, but I lack concrete evidence of a US/Canada hiring entity or office.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Nordic Semiconductor,company,Nordic Semiconductor ASA,Nordic Semiconductor Inc.,yes,yes,yes,yes,semiconductor design;ASIC;SoC;RF or mmWave or wireless baseband chipset;embedded systems;firmware,0.98,"Resolved to Nordic Semiconductor ASA, an active chip company with North American subsidiary presence and strong wireless SoC relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Nordion,company,Nordion Inc.,,yes,yes,no,no,,0.9,"Nordion is an active Canadian medical isotopes/radiation company, not a target semiconductor or electronics design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Nordost,company,Nordost Corporation,,yes,yes,no,no,,0.88,"Nordost is an audio cable/accessories company, not meaningfully in the target chip/electronics design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Nordquist Dale,company,Nordquist Dale Coffee Company,,yes,yes,no,no,,0.95,"Resolved to a coffee/food company, which is outside the target EE/VLSI job categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Nordson,company,Nordson Corporation,,yes,yes,yes,yes,hardware validation or electronics test;semiconductor foundry or manufacturing process,0.87,"Nordson is active in North America and has electronics/semiconductor packaging, dispensing, and test-related equipment businesses.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
NordSpace,company,NordSpace Corp.,,yes,yes,yes,yes,embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.63,NordSpace is a Canadian aerospace company with likely avionics/electronics engineering relevance and North America presence.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Norfolk Southern,company,Norfolk Southern Corporation,,yes,yes,no,no,,0.97,"Norfolk Southern is an active railroad operator, not a target semiconductor or electronics design company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Norland Plastics,company,"Norland Plastics, Inc.",,yes,yes,no,no,,0.93,"Norland Plastics is a plastics manufacturer, outside the target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Norpak,company,Norpak Corporation,,yes,yes,no,no,,0.55,"Resolved to an active North American company name, but not clearly a target semiconductor/electronics design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
NorPix,company,NorPix Inc.,,yes,yes,yes,yes,hardware validation or electronics test;embedded systems,0.72,NorPix is a Canadian machine-vision/imaging company with North America presence and plausible relevance to hardware test and embedded imaging systems.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:22+00:00
Norsat International,company,Norsat International Inc.,,yes,yes,yes,yes,RF or mmWave or wireless baseband chipset;computer/server/datacenter/networking hardware;embedded systems,0.88,"Resolved to Norsat International Inc., an active Canadian satellite communications hardware company with North American operations and relevant RF/electronics work.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Norsk Data,defunct,Norsk Data A/S,,no,no,yes,no,computer/server/datacenter/networking hardware;embedded systems,0.95,"Resolved to Norsk Data A/S, a defunct Norwegian computer company, so it is not an active employer despite historical hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Norstat,company,Norstat AS,,yes,no,no,no,,0.93,"Resolved to Norstat AS, an active market-research/data company with no known meaningful North America EE/hardware hiring relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Nortech Systems,company,Nortech Systems Incorporated,,yes,yes,yes,yes,embedded systems;hardware validation or electronics test;analog or digital design;EV or automotive electronics,0.82,"Resolved to Nortech Systems Incorporated, an active US electronics manufacturing/engineering company with North American presence and relevant embedded/electronics test work.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Nortek,company,"Nortek, Inc.",,yes,yes,no,no,,0.72,"Resolved to Nortek, Inc., an active building-products/HVAC parent with North American presence but not primarily an EE/VLSI hardware design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Nortek Air Solutions,company,"Nortek Air Solutions, LLC",,yes,yes,no,no,,0.78,"Resolved to Nortek Air Solutions, LLC, an active HVAC equipment company in North America that is not primarily in the target semiconductor/electronics design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Nortel,defunct,Nortel Networks Corporation,,no,no,yes,no,computer/server/datacenter/networking hardware;RF or mmWave or wireless baseband chipset;embedded systems,0.97,"Resolved to Nortel Networks Corporation, a defunct telecom equipment company, so it is not an active employer despite strong historical hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Nortel Networks,defunct,Nortel Networks Corporation,,no,no,yes,no,computer/server/datacenter/networking hardware;RF or mmWave or wireless baseband chipset;embedded systems,0.98,"Resolved to Nortel Networks Corporation, a defunct telecom equipment company, so it is not an active employer despite strong historical hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Nortel Networks Capital,defunct,Nortel Networks Capital Corporation,,no,no,no,no,,0.94,"Resolved to Nortel Networks Capital Corporation, a defunct financing subsidiary, not an active relevant hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Nortem N.v.,unclear,Nortem N.v.,,no,no,no,no,,0.22,Could not confidently resolve 'Nortem N.v.' to a specific current company with North American EE/hardware relevance.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
North American Bus Industries,merged_or_renamed,New Flyer Industries Canada ULC,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;analog or digital design,0.84,"Resolved to New Flyer Industries Canada ULC via North American Bus Industries, and the active successor has North American vehicle-electronics relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
North American Phonograph,defunct,North American Phonograph Company,,no,no,no,no,,0.99,"Resolved to North American Phonograph Company, a long-defunct historical entity and not an active employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
North American Scientific,merged_or_renamed,"iCAD, Inc.",,yes,yes,no,no,,0.63,"Resolved to iCAD, Inc. via North American Scientific, but the surviving business is medical technology rather than target semiconductor/electronics design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
North Andover Massachusetts,not_a_company,North Andover Massachusetts,,no,no,no,no,,0.99,"'North Andover Massachusetts' is a place name, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
North Korea,not_a_company,North Korea,,no,no,no,no,,0.99,"'North Korea' is a country, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
North Star Computers,defunct,"North Star Computers, Inc.",,no,no,yes,no,computer/server/datacenter/networking hardware,0.96,"Resolved to North Star Computers, Inc., a defunct microcomputer company, so it is not an active employer despite historical hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Northeast University Semiconductor Network,not_a_company,Northeast University Semiconductor Network,,no,no,no,no,,0.97,"'Northeast University Semiconductor Network' appears to be an academic/research network, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Northern,unclear,Northern,,no,no,no,no,,0.14,"Could not determine which specific company 'Northern' refers to, so it cannot be kept as an actionable employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Northern Oil and Gas,company,"Northern Oil and Gas, Inc.",,yes,yes,no,no,,0.98,"Resolved to Northern Oil and Gas, Inc., an active US energy company with no target EE/VLSI hardware business.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Northern Trust,company,Northern Trust Corporation,,yes,yes,no,no,,0.99,"Resolved to Northern Trust Corporation, an active financial services company, not a target electronics or semiconductor employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:35+00:00
Northgate Computer Systems,defunct,"Northgate Computer Systems, Inc.",,no,no,yes,no,computer/server/datacenter/networking hardware,0.92,"Resolved to Northgate Computer Systems, Inc., a defunct US PC maker, so inactive though historically relevant to computer hardware.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northland,unclear,Northland,,no,no,no,no,,0.2,Northland is too ambiguous to resolve to a specific current company relevant to the target hardware categories.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northport Industries,unclear,Northport Industries,,no,no,no,no,,0.18,Northport Industries is too ambiguous to confidently resolve to a specific active North American EE/VLSI employer.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northrop Grumman,company,Northrop Grumman Corporation,,yes,yes,yes,yes,embedded systems;EV or automotive electronics;hardware validation or electronics test;RF or mmWave or wireless baseband chipset;analog or digital design;firmware,0.93,"Resolved to Northrop Grumman Corporation, an active US defense electronics and embedded-systems employer with major North American hiring.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
